,약품코드,품목명,적용시작일자,투여경로명,규격명,단위,개당산출단가,급여구분명
0,623000130,기화구미강활탕(혼합단미엑스산),20140701,내복,31.71,g,0,삭제
1,623000140,기화삼소음(혼합단미엑스산),20140701,내복,25.14,g,,삭제
2,623000150,기화소청룡탕(혼합단미엑스산),20140701,내복,15.15,g,0,삭제
3,623000160,기화가미소요산(혼합단미엑스산),20140701,내복,23.01,g,0,삭제
4,623000170,기화보중익기탕(혼합단미엑스산),20140701,내복,13.47,g,,삭제
5,623000180,기화향사평위산(혼합단미엑스산),20140701,내복,18.90,g,0,삭제
6,623000190,기화오적산(단미엑스산혼합제),20140701,내복,28.38,g,0,삭제
7,623000200,기화청상견통탕(혼합단미엑스산),20140701,내복,29.91,g,0,삭제
8,623000210,기화내소산(혼합단미엑스산),20140701,내복,21.87,g,0,삭제
9,623000220,기화소시호탕(혼합단미엑스산),20140701,내복,22.02,g,,삭제
10,623000230,기화반하사심탕(혼합단미엑스산),20140701,내복,23.70,g,,삭제
11,623000240,기화불환금정기산(혼합단미엑스산),20140701,내복,23.04,g,,삭제
12,623000250,기화이진탕(혼합단미엑스산),20140701,내복,8.52,g,0,삭제
13,623000260,기화연교패독산(혼합단미엑스산),20140701,내복,28.26,g,0,삭제
14,623000270,기화인삼패독산(혼합단미엑스산),20140701,내복,22.50,g,0,삭제
15,623000280,기화형개연교탕(혼합단미엑스산),20140701,내복,22.20,g,0,삭제
16,623000290,기화팔물탕(혼합단미엑스산),20140701,내복,47.85,g,0,삭제
17,623001620,기화갈근탕(혼합단미엑스산),20140701,내복,58.68,g,0,삭제
18,623001630,기화반하백출천마탕(혼합단미엑스산),20140701,내복,24.06,g,,삭제
19,623001640,기화궁소산(혼합단미엑스산),20140701,내복,19.83,g,0,삭제
20,623001650,기화삼호작약탕(혼합단미엑스산),20140701,내복,19.38,g,,삭제
21,623001660,기화당귀연교음(혼합단미엑스산),20140701,내복,20.73,g,0,삭제
22,623001670,기화삼황사심탕(혼합단미엑스산),20140701,내복,11.91,g,0,삭제
23,623001680,기화궁하탕(혼합단미엑스산),20140701,내복,10.68,g,0,삭제
24,623001690,기화대시호탕(혼합단미엑스산),20140701,내복,36.60,g,0,삭제
25,623001700,기화갈근해기탕(혼합단미엑스산),20140701,내복,29.91,g,0,삭제
26,623001710,기화생맥산(혼합단미엑스산),20140701,내복,9.06,g,,삭제
27,623001720,기화삼출건비탕(혼합단미엑스산),20140701,내복,32.25,g,,삭제
28,623001730,기화당귀육황탕(혼합단미엑스산),20140701,내복,16.89,g,0,삭제
29,623001740,기화대화중음(혼합단미엑스산),20140701,내복,19.23,g,0,삭제
30,623001750,기화승양보위탕(혼합단미엑스산),20140701,내복,19.92,g,0,삭제
31,623001760,기화대황목단피탕(혼합단미엑스산),20140701,내복,30.33,g,0,삭제
32,623001770,기화백출탕(혼합단미엑스산),20140701,내복,21.66,g,,삭제
33,623001780,기화반하후박탕(혼합단미엑스산),20140701,내복,13.68,g,,삭제
34,623001790,기화도인승기탕(혼합단미엑스산),20140701,내복,30.30,g,,삭제
35,623001800,기화복령보심탕(혼합단미엑스산),20140701,내복,34.59,g,,삭제
36,623001810,기화보허탕(혼합단미엑스산),20140701,내복,19.74,g,,삭제
37,623001820,기화시경반하탕(혼합단미엑스산),20140701,내복,19.92,g,0,삭제
38,623001840,기화시호소간탕(혼합단미엑스산),20140701,내복,23.73,g,0,삭제
39,623001850,기화익위승양탕(혼합단미엑스산),20140701,내복,14.40,g,0,삭제
40,623001860,기화시호청간탕(혼합단미엑스산),20140701,내복,22.50,g,0,삭제
41,623001870,기화오림산(혼합단미엑스산),20140701,내복,15.84,g,0,삭제
42,623001880,기화안태음(혼합단미엑스산),20140701,내복,28.11,g,0,삭제
43,623001890,기화이중탕(혼합단미엑스산),20140701,내복,15.39,g,0,삭제
44,623001900,기화시호계지탕(혼합단미엑스산),20140701,내복,19.77,g,0,삭제
45,623001910,기화인진호탕(혼합단미엑스산),20140701,내복,33.57,g,0,삭제
46,623001920,기화행소탕(혼합단미엑스산),20140701,내복,29.49,g,0,삭제
47,623001930,기화청서익기탕(혼합단미엑스산),20140701,내복,18.51,g,0,삭제
48,623001940,기화대청룡탕(혼합단미엑스산),20140701,내복,47.52,g,0,삭제
49,623001950,기화황금작약탕(혼합단미엑스산),20140701,내복,13.65,g,0,삭제
50,623001960,기화황련해독탕(혼합단미엑스산),20140701,내복,11.91,g,0,삭제
51,623001970,기화회춘양격산(혼합단미엑스산),20140701,내복,19.83,g,0,삭제
52,623001980,기화자음강화탕(혼합단미엑스산),20140701,내복,31.95,g,0,삭제
53,623001990,기화청위산(혼합단미엑스산),20140701,내복,14.22,g,0,삭제
54,623002000,기화평위산(혼합단미엑스산),20140701,내복,17.55,g,0,삭제
55,623002010,기화조위승기탕(혼합단미엑스산),20140701,내복,29.10,g,0,삭제
56,623002510,신텍스괄루인엑스산,20170401,내복,0.60,g,172,급여
57,623002520,신텍스산사엑스산,20170401,내복,0.70,g,52,급여
58,623002530,신텍스인진호엑스산,20170401,내복,0.72,g,82,급여
59,623002540,신텍스갈근엑스산,20170401,내복,0.90,g,42,급여
60,623002550,신텍스감국엑스산,20170401,내복,0.86,g,75,급여
61,623002560,신텍스감초엑스산,20170401,내복,0.54,g,60,급여
62,623002570,신텍스건강엑스산,20170401,내복,0.88,g,96,급여
63,623002580,신텍스강활엑스산,20170401,내복,0.58,g,109,급여
64,623002590,신텍스계지엑스산,20170401,내복,0.30,g,87,급여
65,623002600,신텍스육계엑스산,20170401,내복,0.50,g,176,급여
66,623002610,신텍스곽향엑스산,20170401,내복,0.60,g,60,급여
67,623002620,신텍스금은화엑스산,20170401,내복,0.58,g,96,급여
68,623002630,신텍스길경엑스산,20170401,내복,0.86,g,72,급여
69,623002640,신텍스당귀엑스산,20170401,내복,0.74,g,61,급여
70,623002650,신텍스대추엑스산,20170401,내복,1.00,g,75,급여
71,623002660,신텍스대황엑스산,20170401,내복,0.68,g,62,급여
72,623002670,신텍스도인엑스산,20170401,내복,0.58,g,58,급여
73,623002680,신텍스독활엑스산,20170401,내복,0.54,g,59,급여
74,623002690,신텍스마황엑스산,20170401,내복,0.64,g,53,급여
75,623002700,신텍스만형자엑스산,20170401,내복,0.44,g,86,급여
76,623002710,신텍스맥문동엑스산,20170401,내복,0.60,g,121,급여
77,623002720,신텍스맥아엑스산,20170401,내복,0.50,g,40,급여
78,623002730,신텍스목단피엑스산,20170401,내복,0.72,g,82,급여
79,623002740,신텍스목향엑스산,20170401,내복,1.00,g,47,급여
80,623002750,신텍스박하엑스산,20170401,내복,0.80,g,69,급여
81,623002760,신텍스반하엑스산,20170401,내복,0.50,g,118,급여
82,623002770,신텍스방풍엑스산,20170401,내복,0.68,g,80,급여
83,623002780,신텍스복령엑스산,20170401,내복,0.20,g,315,급여
84,623002790,신텍스인삼엑스산,20170401,내복,0.48,g,349,급여
85,623002800,신텍스백지엑스산,20170401,내복,0.70,g,64,급여
86,623002810,신텍스백출엑스산,20170401,내복,0.74,g,65,급여
87,623002820,신텍스아출엑스산,20170401,내복,0.36,g,75,급여
88,623002830,신텍스사인엑스산,20170401,내복,0.48,g,107,급여
89,623002840,신텍스삼릉엑스산,20170401,내복,0.52,g,78,급여
90,623002850,신텍스생강엑스산,20170401,내복,0.55,g,122,급여
91,623002860,신텍스숙지황엑스산,20170401,내복,1.00,g,82,급여
92,623002870,신텍스세신엑스산,20170401,내복,0.56,g,254,급여
93,623002880,신텍스자소엽엑스산,20170401,내복,0.64,g,76,급여
94,623002890,신텍스승마엑스산,20170401,내복,0.64,g,78,급여
95,623002900,신텍스시호엑스산,20170401,내복,0.68,g,347,급여
96,623002910,신텍스신곡엑스산,20170401,내복,1.00,g,42,급여
97,623002920,신텍스연교엑스산,20170401,내복,0.72,g,171,급여
98,623002930,신텍스오미자엑스산,20170401,내복,0.58,g,71,급여
99,623002940,기화육계엑스산,20140601,내복,1.00,g,0,삭제
100,623002950,신텍스작약엑스산,20170401,내복,0.54,g,67,급여
101,623002960,신텍스전호엑스산,20170401,내복,0.58,g,75,급여
102,623002970,신텍스지각엑스산,20170401,내복,0.62,g,52,급여
103,623002980,신텍스지모엑스산,20170401,내복,0.74,g,52,급여
104,623002990,신텍스지실엑스산,20170401,내복,0.58,g,74,급여
105,623003000,신텍스진피엑스산,20170401,내복,0.64,g,38,급여
106,623003010,신텍스창출엑스산,20170401,내복,0.76,g,63,급여
107,623003020,신텍스천궁엑스산,20170401,내복,0.68,g,74,급여
108,623003030,신텍스천마엑스산,20170401,내복,0.56,g,340,급여
109,623003040,신텍스청피엑스산,20170401,내복,0.62,g,52,급여
110,623003050,신텍스택사엑스산,20170401,내복,0.68,g,93,급여
111,623003060,신텍스치자엑스산,20170401,내복,0.70,g,56,급여
112,623003070,신텍스행인엑스산,20170401,내복,0.92,g,64,급여
113,623003080,신텍스향부자엑스산,20170401,내복,0.64,g,48,급여
114,623003090,신텍스형개엑스산,20170401,내복,0.56,g,71,급여
115,623003100,신텍스황금엑스산,20170401,내복,0.90,g,72,급여
116,623003110,신텍스황기엑스산,20170401,내복,0.88,g,182,급여
117,623003120,신텍스황련엑스산,20170401,내복,0.72,g,518,급여
118,623003130,신텍스황백엑스산,20170401,내복,0.88,g,78,급여
119,623003140,신텍스후박엑스산,20170401,내복,0.32,g,97,급여
120,623003210,신텍스천문동엑스산,20170401,내복,1.00,g,62,급여
121,623003220,신텍스생지황엑스산,20170401,내복,0.72,g,92,급여
122,623003250,기화망초가루,20150901,내복,1.00,g,0,삭제
123,623003260,기화석고가루,20150901,내복,1.00,g,0,삭제
124,623003360,신텍스구미강활탕(혼합단미엑스산),20170401,내복,12.03,g,1424,급여
125,623003370,신텍스삼소음(혼합단미엑스산),20170401,내복,10.14,g,1692,급여
126,623003380,신텍스소청룡탕(혼합단미엑스산),20170401,내복,8.01,g,1268,급여
127,623003390,신텍스가미소요산(혼합단미엑스산),20170401,내복,8.58,g,1211,급여
128,623003400,신텍스보중익기탕(혼합단미엑스산),20170401,내복,6.18,g,1357,급여
129,623003410,신텍스갈근탕(혼합단미엑스산),20170401,내복,9.78,g,740,급여
130,623003420,신텍스향사평위산(혼합단미엑스산),20170401,내복,8.67,g,805,급여
131,623003440,신텍스반하백출천마탕(혼합단미엑스산),20170401,내복,10.95,g,1717,급여
132,623003450,신텍스궁소산(혼합단미엑스산),20201201,내복,9.39,g,0,삭제
133,623003460,신텍스삼호작약탕(혼합단미엑스산),20210801,내복,9.09,g,1823,삭제
134,623003470,신텍스당귀연교음(혼합단미엑스산),20201201,내복,9.63,g,0,삭제
135,623003480,신텍스내소산(혼합단미엑스산),20170401,내복,9.81,g,1151,급여
136,623003490,신텍스삼황사심탕(혼합단미엑스산),20201201,내복,7.56,g,0,삭제
137,623003500,신텍스궁하탕(혼합단미엑스산),20210712,내복,4.83,g,701,삭제
138,623003510,신텍스대시호탕(혼합단미엑스산),20170401,내복,14.46,g,2613,급여
139,623003520,신텍스갈근해기탕(혼합단미엑스산),20220501,내복,15.00,g,1412,삭제
140,623003530,신텍스생맥산(혼합단미엑스산),20170401,내복,4.23,g,1243,급여
141,623003540,신텍스삼출건비탕(혼합단미엑스산),20170401,내복,10.17,g,1645,급여
142,623003550,신텍스당귀육황탕(혼합단미엑스산),20220801,내복,7.86,g,1179,삭제
143,623003560,신텍스대화중음(혼합단미엑스산),20170401,내복,9.06,g,908,급여
144,623003570,신텍스승양보위탕(혼합단미엑스산),20210801,내복,8.07,g,1176,삭제
145,623003580,신텍스대황목단피탕(혼합단미엑스산),20211101,내복,14.25,g,1091,삭제
146,623003590,신텍스소시호탕(혼합단미엑스산),20170401,내복,8.76,g,2272,급여
147,623003600,신텍스반하사심탕(혼합단미엑스산),20170401,내복,9.60,g,2221,급여
148,623003610,신텍스백출탕(혼합단미엑스산),20201201,내복,9.81,g,0,삭제
149,623003620,신텍스반하후박탕(혼합단미엑스산),20220501,내복,4.05,g,915,삭제
150,623003630,신텍스도인승기탕(혼합단미엑스산),20170401,내복,15.51,g,945,급여
151,623003640,신텍스불환금정기산(혼합단미엑스산),20170401,내복,7.98,g,881,급여
152,623003650,신텍스화복령보심탕(혼합단미엑스산),20170401,내복,14.52,g,1909,급여
153,623003660,신텍스보허탕(혼합단미엑스산),20220801,내복,8.97,g,1758,삭제
154,623003670,신텍스시경반하탕(혼합단미엑스산),20210801,내복,9.06,g,1494,삭제
155,623003680,신텍스시호소간탕(혼합단미엑스산),20210801,내복,7.41,g,985,삭제
156,623003690,신텍스익위승양탕(혼합단미엑스산),20220801,내복,7.53,g,1199,삭제
157,623003700,신텍스이진탕(혼합단미엑스산),20170401,내복,3.78,g,707,급여
158,623003710,신텍스시호청간탕(혼합단미엑스산),20220101,내복,10.65,g,2129,삭제
159,623003720,신텍스연교패독산(혼합단미엑스산),20170401,내복,8.73,g,1323,급여
160,623003730,신텍스인삼패독산(혼합단미엑스산),20170401,내복,9.09,g,1934,급여
161,623003740,신텍스오림산(혼합단미엑스산),20211101,내복,7.50,g,818,삭제
162,623003750,신텍스안태음(혼합단미엑스산),20210801,내복,13.20,g,1224,삭제
163,623003760,신텍스이중탕(혼합단미엑스산),20170401,내복,7.26,g,1846,급여
164,623003770,신텍스시호계지탕(혼합단미엑스산),20170401,내복,7.56,g,1969,급여
165,623003780,신텍스인진호탕(혼합단미엑스산),20170401,내복,11.43,g,1043,급여
166,623003790,신텍스행소탕(혼합단미엑스산),20170401,내복,7.44,g,950,급여
167,623003800,신텍스형개연교탕(혼합단미엑스산),20170401,내복,10.32,g,1228,급여
168,623003810,신텍스청서익기탕(혼합단미엑스산),20220801,내복,8.76,g,1138,삭제
169,623003820,신텍스대청룡탕(혼합단미엑스산),20170401,내복,20.46,g,770,급여
170,623003830,신텍스황금작약탕(혼합단미엑스산),20211101,내복,6.45,g,632,삭제
171,623003840,신텍스황련해독탕(혼합단미엑스산),20170401,내복,5.61,g,998,급여
172,623003850,신텍스회춘양격산(혼합단미엑스산),20201201,내복,8.82,g,0,삭제
173,623003860,신텍스자음강화탕(혼합단미엑스산),20170401,내복,11.52,g,1156,급여
174,623003870,신텍스팔물탕(혼합단미엑스산),20170401,내복,10.77,g,1847,급여
175,623003880,신텍스청위산(혼합단미엑스산),20201201,내복,6.00,g,0,삭제
176,623003890,신텍스평위산(혼합단미엑스산),20170401,내복,6.54,g,587,급여
177,623003900,신텍스조위승기탕(혼합단미엑스산),20170401,내복,13.62,g,705,급여
178,623003910,신텍스청상견통탕(혼합단미엑스산),20170401,내복,13.98,g,1602,급여
179,623003920,신텍스오적산(단미엑스산혼합제),20170401,내복,13.20,g,1444,급여
180,623003940,신텍스석고가루,20201201,내복,1.00,g,0,삭제
181,623003950,기화망초가루,20160901,내복,1.00,g,0,삭제
182,623004010,신텍스망초가루,20170401,내복,1.00,g,17,급여
183,623004970,신텍스오적산연조엑스(단미엑스혼합제),20180401,내복,42.00,g,1444,급여
184,623005000,신텍스소청룡탕연조엑스(단미엑스혼합제),20180701,내복,30.00,g,1268,급여
185,623005010,신텍스평위산연조엑스(단미엑스혼합제),20190201,내복,30.00,g,587,급여
186,623005100,신텍스구미강활탕연조엑스(단미엑스혼합제),20181201,내복,30.00,g,1424,급여
187,623005110,신텍스보중익기탕연조엑스(단미엑스혼합제),20181201,내복,30.00,g,1357,급여
188,623005120,신텍스삼소음연조엑스(단미엑스혼합제),20181201,내복,30.00,g,1692,급여
189,623005160,신텍스반하사심탕연조엑스(단미엑스혼합제),20190501,내복,30.00,g,2221,급여
190,623005830,신텍스연교패독산연조엑스(단미엑스혼합제),20200101,내복,30.00,g,1323,급여
191,623005870,신텍스궁하탕정(단미엑스혼합제),20200101,내복,6,정,701,급여
192,623005880,신텍스자음강화탕연조엑스(단미엑스혼합제),20200101,내복,30.0,g,1156,급여
193,623006600,신텍스소시호탕연조엑스(단미엑스혼합제),20200501,내복,27.00,g,2272,급여
194,623006610,신텍스청상견통탕정(단미엑스혼합제),20200501,내복,9,정,1602,급여
195,623006620,신텍스향사평위산정(단미엑스혼합제),20200501,내복,15,정,805,급여
196,623006630,신텍스청상견통탕연조엑스(단미엑스혼합제),20200501,내복,30.00,g,1602,급여
197,645800450,한솔가미소요산(단미엑스산혼합제),20140701,내복,35,g,0,삭제
198,645800560,한솔구미강활탕혼합단미엑스산,20140701,내복,43.9,g,0,삭제
199,645800590,한솔내소산혼합단미엑스산,20140701,내복,34.2,g,0,삭제
200,645800800,한솔보중익기탕(단미엑스산혼합제),20140701,내복,20.5,g,,삭제
201,645800850,한솔삼소음(단미엑스산혼합제),20140701,내복,37.2,g,,삭제
202,645800860,한솔삼출건비탕(단미엑스산혼합제),20140701,내복,45.7,g,,삭제
203,645800910,한솔소청룡탕혼합단미엑스산,20140701,내복,27.1,g,0,삭제
204,645800990,한솔연교패독산(단미엑스산혼합제),20140701,내복,44.7,g,0,삭제
205,645801010,한솔오적산혼합단미엑스산,20140701,내복,43.4,g,0,삭제
206,645801060,한솔이진탕(단미엑스산혼합제),20140701,내복,16.18,g,0,삭제
207,645801070,한솔인삼패독산(단미엑스산혼합제),20140701,내복,36.7,g,0,삭제
208,645801090,한솔자음강화탕(단미엑스산혼합제),20140701,내복,41.8,g,0,삭제
209,645801190,한솔청상견통탕(단미엑스산혼합제),20140701,내복,42.8,g,0,삭제
210,645801240,한솔평위산(단미엑스산혼합제),20140701,내복,24.8,g,0,삭제
211,645801270,한솔향사평위산혼합단미엑스산,20140701,내복,29,g,0,삭제
212,645801770,한솔갈근탕혼합단미엑스산,20140701,내복,72,g,,삭제
213,645801780,한솔갈근해기탕혼합단미엑스산,20140701,내복,38,g,0,삭제
214,645801790,한솔궁소산혼합단미엑스산,20140701,내복,29.2,g,0,삭제
215,645801800,한솔대시호탕혼합단미엑스산,20140701,내복,52.4,g,0,삭제
216,645801810,한솔궁하탕혼합단미엑스산,20140701,내복,18.1,g,0,삭제
217,645801830,한솔대청룡탕혼합단미엑스산,20140701,내복,50.8,g,0,삭제
218,645801840,한솔대황목단피혼합단미엑스산,20140701,내복,40,g,,삭제
219,645801850,한솔도인승기탕혼합단미엑스산,20140701,내복,39.6,g,,삭제
220,645801860,한솔반하백출천마탕혼합단미엑스산,20140701,내복,37.6,g,,삭제
221,645801870,한솔반하사심탕혼합단미엑스산,20140701,내복,35.4,g,,삭제
222,645801880,한솔반하후박탕혼합단미엑스산,20140701,내복,28.6,g,,삭제
223,645801890,한솔백출탕혼합단미엑스산,20140701,내복,35.4,g,,삭제
224,645801900,한솔보허탕혼합단미엑스산,20140701,내복,30.2,g,,삭제
225,645801910,한솔복령보심탕혼합단미엑스산,20140701,내복,49.9,g,,삭제
226,645801920,한솔불환금정기산혼합단미엑스산,20140701,내복,32.9,g,,삭제
227,645801930,한솔삼호작약탕혼합단미엑스산,20140701,내복,29.4,g,,삭제
228,645801940,한솔삼황사심탕혼합단미엑스산,20140701,내복,16,g,0,삭제
229,645801950,한솔생맥산혼합단미엑스산,20140701,내복,16,g,,삭제
230,645801960,한솔소시호탕혼합단미엑스산,20140701,내복,30.4,g,,삭제
231,645801970,한솔시경반하탕혼합단미엑스산,20140701,내복,28.58,g,0,삭제
232,645801980,한솔시호계지탕혼합단미엑스산,20140701,내복,29.6,g,0,삭제
233,645801990,한솔시호소간탕혼합단미엑스산,20140701,내복,38,g,0,삭제
234,645802000,한솔시호청간탕혼합단미엑스산,20140701,내복,32.5,g,0,삭제
235,645802010,한솔오림산혼합단미엑스산,20140701,내복,24.8,g,0,삭제
236,645802020,한솔이중탕혼합단미엑스산,20140701,내복,24,g,0,삭제
237,645802030,한솔익위승양탕혼합단미엑스산,20140701,내복,20,g,0,삭제
238,645802040,한솔인진호탕혼합단미엑스산,20140701,내복,48,g,0,삭제
239,645802050,한솔조위승기탕혼합단미엑스산,20140701,내복,36,g,0,삭제
240,645802060,한솔청위산혼합단미엑스산,20140701,내복,20,g,0,삭제
241,645802070,한솔청서익기탕혼합단미엑스산,20140701,내복,25.6,g,0,삭제
242,645802080,한솔팔물탕혼합단미엑스산,20140701,내복,72,g,0,삭제
243,645802090,한솔행소탕혼합단미엑스산,20140701,내복,43.8,g,0,삭제
244,645802100,한솔황금작약탕혼합단미엑스산,20140701,내복,20,g,0,삭제
245,645802110,한솔황련해독탕혼합단미엑스산,20140701,내복,15,g,0,삭제
246,645802120,한솔회춘양격산혼합단미엑스산,20140701,내복,28,g,0,삭제
247,645802130,한솔당귀육황탕혼합단미엑스산,20140701,내복,19.6,g,0,삭제
248,645803580,한솔향사평위산혼합단미엑스산,20210701,내복,13.17,g,805,삭제
249,645803590,한솔내소산혼합단미엑스산,20210801,내복,15.27,g,1151,삭제
250,645803600,한솔자음강화탕(단미엑스산혼합제),20201201,내복,15.87,g,0,삭제
251,645803610,한솔이진탕(단미엑스산혼합제),20210701,내복,7.17,g,707,삭제
252,645803620,한솔연교패독산(단미엑스산혼합제),20211101,내복,13.35,g,1323,삭제
253,645803630,한솔인삼패독산(단미엑스산혼합제),20201201,내복,14.73,g,0,삭제
254,645803640,한솔청상견통탕(단미엑스산혼합제),20201201,내복,20.01,g,0,삭제
255,645803650,한솔삼출건비탕(단미엑스산혼합제),20210801,내복,16.29,g,1645,삭제
256,645803660,한솔삼소음(단미엑스산혼합제),20201201,내복,15.57,g,0,삭제
257,645803670,한솔평위산(단미엑스산혼합제),20210701,내복,10.59,g,587,삭제
258,645803680,한솔보중익기탕(단미엑스산혼합제),20220801,내복,9.51,g,1357,삭제
259,645803690,한솔가미소요산(단미엑스산혼합제),20211101,내복,13.08,g,1211,삭제
260,645803700,한솔갈근탕혼합단미엑스산,20201201,내복,14.07,g,0,삭제
261,645803710,한솔대시호탕혼합단미엑스산,20210801,내복,21.57,g,2613,삭제
262,645803720,한솔대청룡탕혼합단미엑스산,20201201,내복,23.07,g,0,삭제
263,645803730,한솔대황목단피혼합단미엑스산,20220301,내복,18.75,g,1091,삭제
264,645803740,한솔도인승기탕혼합단미엑스산,20210801,내복,20.76,g,945,삭제
265,645803750,한솔궁하탕혼합단미엑스산,20210801,내복,8.07,g,701,삭제
266,645803760,한솔당귀육황탕혼합단미엑스산,20220801,내복,9.15,g,1179,삭제
267,645803770,한솔반하사심탕혼합단미엑스산,20210801,내복,14.79,g,2221,삭제
268,645803780,한솔보허탕혼합단미엑스산,20220801,내복,13.59,g,1758,삭제
269,645803790,한솔불환금정기산혼합단미엑스산,20201201,내복,12.39,g,0,삭제
270,645803800,한솔삼호작약탕혼합단미엑스산,20210801,내복,13.98,g,1823,삭제
271,645803810,한솔이중탕혼합단미엑스산,20210801,내복,11.31,g,1846,삭제
272,645803820,한솔복령보심탕혼합단미엑스산,20201201,내복,21.12,g,0,삭제
273,645803830,한솔생맥산혼합단미엑스산,20160401,내복,7.50,g,1243,급여
274,645803840,한솔소시호탕혼합단미엑스산,20210801,내복,12.45,g,2272,삭제
275,645803850,한솔시호계지탕혼합단미엑스산,20201201,내복,11.91,g,0,삭제
276,645803860,한솔시호소간탕혼합단미엑스산,20210801,내복,11.94,g,985,삭제
277,645803870,한솔시호청간탕혼합단미엑스산,20220101,내복,15.48,g,2129,삭제
278,645803880,한솔오림산혼합단미엑스산,20211101,내복,11.73,g,818,삭제
279,645803890,한솔인진호탕혼합단미엑스산,20160401,내복,16.53,g,1043,급여
280,645803900,한솔조위승기탕혼합단미엑스산,20210701,내복,16.86,g,705,삭제
281,645803910,한솔청서익기탕혼합단미엑스산,20220801,내복,12.15,g,1138,삭제
282,645803920,한솔청위산혼합단미엑스산,20201201,내복,8.46,g,0,삭제
283,645803930,한솔팔물탕혼합단미엑스산,20220801,내복,16.2,g,1847,삭제
284,645803940,한솔황금작약탕혼합단미엑스산,20211101,내복,9.42,g,632,삭제
285,645803950,한솔회춘양격산혼합단미엑스산,20201201,내복,12.36,g,0,삭제
286,651000420,정우가미소요산(단미엑스산혼합제),20130301,내복,35,g,0,삭제
287,651000450,정우갈근엑스산,20130301,내복,1,g,0,삭제
288,651000460,정우갈근탕(단미엑스산혼합제),20130301,내복,72,g,0,삭제
289,651000480,정우갈근해기탕(단미엑스산혼합제),20130301,내복,38,g,0,삭제
290,651000500,정우감국엑스산,20130301,내복,1,g,0,삭제
291,651000520,정우감초엑스산,20130301,내복,1,g,0,삭제
292,651000540,정우강활엑스산,20130301,내복,1,g,0,삭제
293,651000560,정우건강엑스산,20130301,내복,1,g,0,삭제
294,651000610,정우계지엑스산,20130301,내복,1,g,0,삭제
295,651000630,정우계피엑스산,20130301,내복,1,g,0,삭제
296,651000640,정우곽향엑스산,20130301,내복,1,g,0,삭제
297,651000660,정우괄루인엑스산,20130301,내복,1,g,0,삭제
298,651000670,정우구미강활탕(단미엑스산혼합제),20130301,내복,43.9,g,0,삭제
299,651000690,정우궁소산(단미엑스산혼합제),20130301,내복,29.2,g,0,삭제
300,651000700,정우궁하탕(단미엑스산혼합제),20130301,내복,18.1,g,0,삭제
301,651000710,정우길경엑스산,20130301,내복,1,g,0,삭제
302,651000730,정우내소산(단미엑스산혼합제),20130301,내복,34.2,g,0,삭제
303,651000760,정우당귀엑스산,20130301,내복,1,g,0,삭제
304,651000770,정우당귀연교음(단미엑스산혼합제),20130301,내복,30,g,0,삭제
305,651000780,정우당귀육황탕(단미엑스산혼합제),20130301,내복,19.6,g,0,삭제
306,651000820,정우대시호탕(단미엑스산혼합제),20130301,내복,52.4,g,0,삭제
307,651000840,정우대청룡탕(단미엑스산혼합제),20130301,내복,50.8,g,0,삭제
308,651000860,정우대추엑스산,20130301,내복,1,g,0,삭제
309,651000870,정우대화중음(단미엑스산혼합제),20130301,내복,33,g,0,삭제
310,651000880,정우대황목단피탕(단미엑스산혼합제),20130301,내복,40,g,0,삭제
311,651000900,정우대황엑스산,20130301,내복,1,g,0,삭제
312,651000910,정우도인승기탕(단미엑스산혼합제),20130301,내복,39.6,g,0,삭제
313,651000920,정우도인엑스산,20130301,내복,1,g,0,삭제
314,651000940,정우독활엑스산,20130301,내복,1,g,0,삭제
315,651000980,정우마황엑스산,20130301,내복,1,g,0,삭제
316,651001000,정우만형자엑스산,20130301,내복,1,g,0,삭제
317,651001010,정우맥문동엑스산,20130301,내복,1,g,0,삭제
318,651001020,정우맥아엑스산,20130301,내복,1,g,0,삭제
319,651001030,정우목단피엑스산,20130301,내복,1,g,0,삭제
320,651001040,정우목향엑스산,20130301,내복,1,g,0,삭제
321,651001050,정우미사인엑스산,20130301,내복,1,g,0,삭제
322,651001060,정우박하엑스산,20130301,내복,1,g,0,삭제
323,651001070,정우반하백출천마탕(단미엑스산혼합제),20130301,내복,37.6,g,0,삭제
324,651001090,정우반하사심탕(단미엑스산혼합제),20130301,내복,35.4,g,0,삭제
325,651001100,정우반하엑스산,20130301,내복,1,g,0,삭제
326,651001110,정우반하후박탕(단미엑스산혼합제),20130301,내복,28.6,g,0,삭제
327,651001150,정우인삼엑스산,20130301,내복,1,g,0,삭제
328,651001160,정우백지엑스산,20130301,내복,1,g,0,삭제
329,651001170,정우백출엑스산,20130301,내복,1,g,0,삭제
330,651001190,정우보중익기탕산(단미엑스산혼합제),20130301,내복,20.5,g,0,삭제
331,651001230,정우보허탕(단미엑스산혼합제),20130301,내복,30.2,g,0,삭제
332,651001240,정우복령보심탕(단미엑스산혼합제),20130301,내복,49.9,g,0,삭제
333,651001250,정우복령엑스산,20130301,내복,1,g,0,삭제
334,651001260,정우아출엑스산,20130301,내복,1,g,0,삭제
335,651001270,정우불환금정기산(단미엑스산혼합제),20130301,내복,32.9,g,0,삭제
336,651001330,정우산사엑스산,20130301,내복,1,g,0,삭제
337,651001340,정우삼릉엑스산,20130301,내복,1,g,0,삭제
